DATE,REF,DETAIL,NET,TC,VAT,SUPPLIER,NOMINAL,DEPARTMENT
4/25/2025,230,SEAFOOD,501.44,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
4/25/2025,231,SEAFOOD,85.26,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
4/28/2025,232,SEAFOOD,146.04,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
4/30/2025,233,SEAFOOD,221.25,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
4/1/2025,234,F&V,69.35,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/1/2025,235,F&V,19,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/2/2025,236,F&V,34.9,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/2/2025,237,F&V,40.01,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/3/2025,238,F&V,158.05,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/4/2025,239,F&V,92.6,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/5/2025,240,F&V,79.47,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/5/2025,241,F&V,26,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/6/2025,242,F&V,33.85,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/6/2025,243,F&V,12.5,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/7/2025,244,F&V,82.9,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/7/2025,245,F&V,13.75,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/8/2025,246,F&V,104.71,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/8/2025,247,F&V,54,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/9/2025,248,F&V,108.39,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/9/2025,249,F&V,17.3,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/10/2025,250,F&V,64.9,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/11/2025,251,F&V,38.9,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/11/2025,252,F&V,5.9,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/12/2025,253,F&V,167.68,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/12/2025,254,F&V,140.2,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/13/2025,255,F&V,162.9,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/14/2025,256,F&V,229.1,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/14/2025,257,F&V,81.51,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/15/2025,258,F&V,281.53,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/15/2025,259,F&V,96,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/17/2025,260,F&V,345.9,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/16/2025,261,F&V,35.49,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/17/2025,262,F&V,30.15,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/18/2025,263,F&V,145.19,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/18/2025,264,F&V,42.75,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/19/2025,265,F&V,305.72,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/19/2025,266,F&V,19.57,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/21/2025,267,F&V,160.95,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/21/2025,268,F&V,32,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/22/2025,269,F&V,109.17,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/22/2025,270,F&V,11.37,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/23/2025,271,F&V,64.5,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/24/2025,272,F&V,82.49,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/24/2025,273,F&V,18,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/24/2025,274,F&V,270.21,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/24/2025,275,F&V,17.75,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/25/2025,276,F&V,248.98,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/25/2025,277,F&V,22.9,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/25/2025,278,F&V,157.32,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/26/2025,279,F&V,69.2,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/27/2025,280,F&V,222.95,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/28/2025,281,F&V,125.89,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/29/2025,282,F&V,164.3,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/29/2025,283,F&V,56.09,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/30/2025,284,F&V,33.5,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
4/2/2025,285,FOOD,127.27,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/3/2025,286,FOOD,21.28,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/3/2025,287,FOOD,283.61,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/5/2025,288,FOOD,460,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/9/2025,289,FOOD,113.25,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/9/2025,290,FOOD,159.9,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/9/2025,291,FOOD,589.34,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/16/2025,292,FOOD,54.72,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/16/2025,293,FOOD,176.75,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/23/2025,294,FOOD,91.68,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/23/2025,295,FOOD,251,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/23/2025,296,FOOD,116.85,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/23/2025,297,FOOD,400.16,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/23/2025,298,FOOD,37.75,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
4/29/2025,299,FOOD,307.08,T0,0,SUPPLIER 62,Materials Purchased,KITCHEN
5/13/2025,300,BRICKS,51.84,T6,9.33,SUPPLIER 37,Buildings,CAPITAL
5/13/2025,301,BRICKS,48.4,T6,8.71,SUPPLIER 37,Buildings,CAPITAL
5/13/2025,302,BRICKS,51.84,T6,9.33,SUPPLIER 37,Buildings,CAPITAL
4/1/2025,303,DAIRY,77.39,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/2/2025,304,DAIRY,17.76,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/3/2025,305,DAIRY,85.06,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/5/2025,306,DAIRY,53.86,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/7/2025,307,DAIRY,56.55,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/8/2025,308,DAIRY,82.86,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/12/2025,309,DAIRY,20.5,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/12/2025,310,DAIRY,36.15,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/14/2025,311,DAIRY,18.24,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/14/2025,312,DAIRY,111.03,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/15/2025,313,DAIRY,42.3,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/16/2025,314,DAIRY,83.05,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/17/2025,315,DAIRY,114.91,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/19/2025,316,DAIRY,115.32,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/22/2025,317,DAIRY,56.02,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/23/2025,318,DAIRY,40.73,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/25/2025,319,DAIRY,73.06,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/26/2025,320,DAIRY,134.45,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/28/2025,321,DAIRY,18.2,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
4/30/2025,322,DAIRY,110.28,T0,0,SUPPLIER 63,Materials Purchased,KITCHEN
5/6/2025,323,BEVERAGE,54.24,T1,9.76,SUPPLIER 64,Materials Purchased,BAR
5/3/2025,324,BEVERAGE,478,T1,86.04,SUPPLIER 12,Materials Purchased,BAR
5/3/2025,324,BCRS,12,T9,0,SUPPLIER 12,BCRS,BAR
5/9/2025,325,BEVERAGE,609.23,T1,109.66,SUPPLIER 12,Materials Purchased,BAR
4/23/2025,326,GLASS,320.4,T3,57.67,SUPPLIER 65,Miscellaneous Expenses,BAR
4/29/2025,327,GLASS,288,T3,51.84,SUPPLIER 65,Miscellaneous Expenses,BAR
4/29/2025,328,GLASS,24,T3,4.32,SUPPLIER 65,Miscellaneous Expenses,BAR
5/2/2025,329,FOOD,265,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
5/14/2025,330,BEVERAGE,178.03,T1,32.05,SUPPLIER 30,Materials Purchased,BAR
5/14/2025,330,DEPOSIT,21.4,T9,0,SUPPLIER 30,Deposits,BAR
5/10/2025,331,ICECREAM,361.97,T1,65.15,SUPPLIER 49,Materials Purchased,BAR
5/2/2025,332,BEVERAGE,394.31,T1,70.98,SUPPLIER 15,Materials Purchased,BAR
5/2/2025,332,BEVERAGE,71.27,T2,3.56,SUPPLIER 15,Materials Purchased,BAR
5/2/2025,332,BEVERAGE,13.83,T0,0,SUPPLIER 15,Materials Purchased,BAR
5/2/2025,332,DEPOSIT,163,T9,0,SUPPLIER 15,Deposits,BAR
5/2/2025,332,BCRS,0.6,T9,0,SUPPLIER 15,BCRS,BAR
4/29/2025,333,BEVERAGE,675.97,T1,121.67,SUPPLIER 16,Materials Purchased,BAR
4/29/2025,333,DEPOSIT,175,T9,0,SUPPLIER 16,Deposits,BAR
4/29/2025,333,BCRS,2.4,T9,0,SUPPLIER 16,BCRS,BAR
5/7/2025,334,BEVERAGE,1201.04,T1,216.19,SUPPLIER 16,Materials Purchased,BAR
5/7/2025,334,DEPOSIT,340,T9,0,SUPPLIER 16,Deposits,BAR
5/7/2025,334,BCRS,4.8,T9,0,SUPPLIER 16,BCRS,BAR
4/30/2025,335,BEVERAGE,51.06,T1,9.19,SUPPLIER 28,Materials Purchased,BAR
4/19/2025,336,FOOD,16.8,T0,0,SUPPLIER 54,Materials Purchased,KITCHEN
4/19/2025,337,FOOD,49.3,T0,0,SUPPLIER 54,Materials Purchased,KITCHEN
4/22/2025,338,FOOD,55.01,T0,0,SUPPLIER 54,Materials Purchased,KITCHEN
4/3/2025,339,FOOD,61.2,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/3/2025,340,FOOD,227.15,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/3/2025,341,FOOD,99.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/3/2025,342,SMOOTHIES,39.6,T0,0,SUPPLIER 14,Materials Purchased,BAR
4/3/2025,343,CHIPS,24.8,T0,0,SUPPLIER 14,Materials Purchased,BAR
4/9/2025,344,FOOD,130.25,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/10/2025,345,FOOD,18.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/10/2025,346,FOOD,61.2,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/10/2025,347,FOOD,18.78,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/10/2025,348,FOOD,77.9,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/15/2025,349,FOOD,104.52,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/15/2025,350,FOOD,57.3,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/16/2025,351,FOOD,38.75,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/16/2025,352,FOOD,79.2,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/24/2025,353,FOOD,65.65,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/24/2025,354,FOOD,139,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/24/2025,355,FOOD,72.6,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/24/2025,356,BEVERAGE,19.78,T1,3.56,SUPPLIER 14,Materials Purchased,BAR
4/24/2025,357,SMOOTHIES,75.2,T0,0,SUPPLIER 14,Materials Purchased,BAR
4/29/2025,358,FOOD,118,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/29/2025,359,FOOD,193.32,T0,0,SUPPLIER 14,Materials Purchased,KITCHEN
4/30/2025,360,BEVERAGE,68.17,T1,12.27,SUPPLIER 14,Materials Purchased,BAR
4/24/2025,361,BEVERAGE,190,T2,9.5,SUPPLIER 13,Materials Purchased,BAR
4/24/2025,361,BEVERAGE,132,T1,23.76,SUPPLIER 13,Materials Purchased,BAR
4/24/2025,361,WATER,245,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
4/24/2025,361,BCRS,132,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
4/8/2025,362,FOOD,184.5,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
4/15/2025,363,FOOD,184.5,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
4/22/2025,364,FOOD,88.2,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
4/28/2025,365,FOOD,136.35,T0,0,SUPPLIER 66,Materials Purchased,KITCHEN
4/2/2025,366,FOOD,180.8,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
4/2/2025,367,FOOD,43,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
4/9/2025,368,FOOD,180.8,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
4/9/2025,368,JUICE,54,T2,2.7,SUPPLIER 67,Materials Purchased,KITCHEN
4/9/2025,369,TEA,102,T0,0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
4/15/2025,370,FOOD,169.2,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
4/15/2025,371,FOOD,83.6,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
4/23/2025,372,TEA/MILK/ETC,229.44,T0,0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
4/23/2025,373,FOOD,78,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
4/28/2025,374,FOOD,141.2,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
4/28/2025,375,MILK/CFLAKES,131.94,T0,0,SUPPLIER 67,Materials Purchased,HOUSEKEEPING
4/29/2025,376,FOOD,33.86,T0,0,SUPPLIER 67,Materials Purchased,KITCHEN
4/1/2025,377,FOOD,331.44,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
4/9/2025,378,COFFEE,422.96,T0,0,SUPPLIER 33,Materials Purchased,HOUSEKEEPING
4/15/2025,379,COFFEE,442.38,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
4/22/2025,380,FOOD,64.83,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
4/22/2025,380,COFFEE,281.49,T0,0,SUPPLIER 33,Materials Purchased,HOUSEKEEPING
4/28/2025,381,FOOD,128.47,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
4/28/2025,382,COFFEE,546.58,T0,0,SUPPLIER 33,Materials Purchased,KITCHEN
4/1/2025,383,FOOD,204,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
4/8/2025,384,FOOD,258,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
4/15/2025,385,FOOD,417.5,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
4/22/2025,386,FOOD,190,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
4/22/2025,387,FOOD,114.54,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
4/28/2025,388,FOOD,326,T0,0,SUPPLIER 68,Materials Purchased,KITCHEN
4/4/2025,389,SOAP/TPAPER,69,T3,12.42,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
4/4/2025,389,CLEANING MATERIALS,33,T3,5.94,SUPPLIER 6,Cleaning,HOUSEKEEPING
4/11/2025,390,CHLORINE,237.3,T3,42.71,SUPPLIER 6,Cleaning,HOUSEKEEPING
4/11/2025,391,PH REGULATING ACID,23,T3,4.14,SUPPLIER 6,Cleaning,HOUSEKEEPING
4/17/2025,392,PAPER ROLLS/SOAP,82,T3,14.76,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
4/17/2025,392,CLEANING MATERIALS,205,T3,36.9,SUPPLIER 6,Cleaning,HOUSEKEEPING
4/17/2025,393,CLEANING MATERIALS,60,T3,10.8,SUPPLIER 6,Cleaning,HOUSEKEEPING
4/17/2025,393,GLOVES/POUCH,100,T3,18,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
4/25/2025,394,TPAPER/SOAP/PAPER ROLLS,96,T3,17.28,SUPPLIER 6,Miscellaneous Expenses,HOUSEKEEPING
4/25/2025,394,CLEANING MATERIALS,263,T3,47.34,SUPPLIER 6,Cleaning,HOUSEKEEPING
4/8/2025,395,FOOD,224.31,T0,0,SUPPLIER 69,Materials Purchased,KITCHEN
4/15/2025,396,FOOD,150,T0,0,SUPPLIER 69,Materials Purchased,KITCHEN
4/23/2025,397,FOOD,100.4,T0,0,SUPPLIER 69,Materials Purchased,KITCHEN
4/29/2025,398,FOOD,197.1,T0,0,SUPPLIER 69,Materials Purchased,KITCHEN
4/1/2025,399,FOOD,201.6,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
4/9/2025,400,FOOD,183.42,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
4/15/2025,401,FOOD,143.7,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
4/24/2025,402,FOOD,210.9,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
4/28/2025,403,FOOD,240.3,T0,0,SUPPLIER 53,Materials Purchased,KITCHEN
4/3/2025,404,FOOD,147.9,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
4/3/2025,404,TEA/COFFEE,181.5,T0,0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
4/10/2025,405,FOOD,42.4,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
4/10/2025,405,BROOMS,14.1,T3,2.54,SUPPLIER 70,Miscellaneous Expenses,HOUSEKEEPING
4/16/2025,406,FOOD,86.4,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
4/23/2025,407,FOOD,76.5,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
4/23/2025,407,COFFEE,68.75,T0,0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
4/26/2025,408,FOOD,86.4,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
4/29/2025,409,FOOD,218,T0,0,SUPPLIER 70,Materials Purchased,KITCHEN
4/29/2025,409,SUGAR/COFFEE,163.2,T0,0,SUPPLIER 70,Materials Purchased,HOUSEKEEPING
4/15/2025,410,FOOD,48.7,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
4/15/2025,411,FOOD,56,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
4/15/2025,412,FOOD,72.03,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
4/23/2025,413,FOOD,21,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
4/23/2025,414,FOOD,56,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
4/23/2025,415,FOOD,92,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
4/29/2025,416,FOOD,144.95,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
4/29/2025,417,FOOD,123.25,T0,0,SUPPLIER 71,Materials Purchased,KITCHEN
4/16/2025,418,FOOD,111,T0,0,SUPPLIER 8,Materials Purchased,KITCHEN
4/24/2025,419,FOOD,81.9,T0,0,SUPPLIER 8,Materials Purchased,KITCHEN
4/25/2025,420,FOOD,229.5,T0,0,SUPPLIER 8,Materials Purchased,KITCHEN
4/5/2025,421,FOOD,1959.58,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
4/12/2025,422,FOOD,385.11,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
4/16/2025,423,FOOD,1208.7,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
4/16/2025,424,FOOD,204.89,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
4/23/2025,425,FOOD,1791.44,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
4/30/2025,426,FOOD,868.51,T0,0,SUPPLIER 55,Materials Purchased,KITCHEN
4/1/2025,427,CAPS/BROOM/MOPS,82.68,T3,14.88,SUPPLIER 72,Miscellaneous Expenses,HOUSEKEEPING
4/11/2025,428,PAN,122.64,T3,22.08,SUPPLIER 72,Miscellaneous Expenses,HOUSEKEEPING
4/11/2025,428,BOWLS,44.16,T3,7.95,SUPPLIER 72,Miscellaneous Expenses,HOUSEKEEPING
4/30/2025,429,SCOURERS,50.65,T3,9.12,SUPPLIER 72,Miscellaneous Expenses,KITCHEN
4/4/2025,430,SEAFOOD,156.67,T0,0,SUPPLIER 56,Materials Purchased,KITCHEN
4/1/2025,431,FOOD,150.88,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
4/12/2025,432,FOOD,160.41,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
4/15/2025,433,FOOD,18.92,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
4/17/2025,434,FOOD,170.9,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
4/24/2025,435,FOOD,124.78,T0,0,SUPPLIER 73,Materials Purchased,KITCHEN
4/2/2025,436,HAND TOWELS/TISSUES,159,T3,28.62,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
4/2/2025,436,CLING FILM,41.1,T3,7.4,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
4/15/2025,437,BAGS,206.5,T3,37.17,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
4/16/2025,438,DOYLEYS/NAPKINS,252.15,T3,45.39,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
4/16/2025,438,SALAD BOWL,41.5,T3,7.47,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
4/24/2025,439,HAND TOWELS/TISSUES,273.25,T3,49.19,SUPPLIER 24,Miscellaneous Expenses,HOUSEKEEPING
4/24/2025,439,BAKING PAPER,47.4,T3,8.53,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
4/30/2025,440,TOOTHPICKS,5.7,T3,1.03,SUPPLIER 24,Miscellaneous Expenses,RESTAURANT
4/30/2025,440,CLING FILM,41.1,T3,7.39,SUPPLIER 24,Miscellaneous Expenses,KITCHEN
5/1/2025,441,BUSINESS FLEXI,108,T3,19.42,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
5/1/2025,441,DATA,1.69,T3,0.31,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
5/1/2025,441,TELEPHONY,152,T3,27.36,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
5/1/2025,441,USAGE,1.02,T3,0.18,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
5/1/2025,441,PAPER BILL,1.27,T3,0.23,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
5/1/2025,441,EXCISE TAX,0.07,T3,0.01,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
5/1/2025,442,INTERNET DOCSIS,26.27,T3,4.73,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
5/19/2025,443,DRYER BELT,74.58,T3,13.42,SUPPLIER 74,Repairs and Renewals,MAINTENANCE
4/30/2025,444,JUICE,438,T2,21.9,SUPPLIER 13,Materials Purchased,BAR
4/30/2025,444,WATER,245,T1,44.1,SUPPLIER 13,Materials Purchased,HOUSEKEEPING
4/30/2025,444,BCRS,132,T9,0,SUPPLIER 13,BCRS,HOUSEKEEPING
5/7/2025,445,TPAPER,499.5,T3,89.91,SUPPLIER 75,Miscellaneous Expenses,HOUSEKEEPING
5/16/2025,446,BRICKS,51.84,T6,9.33,SUPPLIER 37,Buildings,CAPITAL
4/30/2025,447,COMMISSION,9.76,T3,1.76,SUPPLIER 18,Sales Commissions,ACCOMMODATION
5/12/2025,448,HOSPITALITY SERVICES,149.6,T3,26.93,SUPPLIER 76,Miscellaneous Expenses,RESTAURANT
5/12/2025,448,TRANSPORTATION,25,T9,0,SUPPLIER 76,Miscellaneous Expenses,RESTAURANT
5/19/2025,449,NEWSPAPERS,17.18,T2,0.86,SUPPLIER 11,Materials Purchased,ACCOMMODATION
5/17/2025,450,APRIL 2025 SERVICES,1528.66,T9,0,SUPPLIER 27,Miscellaneous Expenses,ADMINISTRATION
5/21/2025,451,GLASSES,7.44,T3,1.34,SUPPLIER 37,Repairs and Renewals,MAINTENANCE
5/21/2025,452,SAFETY SHOES,49.36,T3,8.88,SUPPLIER 37,Repairs and Renewals,MAINTENANCE
5/21/2025,452,BRICKS,96.8,T6,17.42,SUPPLIER 37,Buildings,CAPITAL
4/30/2025,453,F&V,277.28,T0,0,SUPPLIER 61,Materials Purchased,KITCHEN
5/15/2025,454,BEAUTY GOODS,697.92,T1,125.63,SUPPLIER 77,Materials Purchased,SPA
5/19/2025,455,BEAUTY GOODS,148,T1,26.64,SUPPLIER 77,Materials Purchased,SPA
5/16/2025,456,FEB-APR 2025,20120.06,T5,1006,SUPPLIER 78,Electricity,ADMINISTRATION
5/16/2025,456,FEB-APR 2025,628.56,T9,0,SUPPLIER 78,Water Rates,ADMINISTRATION
5/23/2025,457,LEGIONELLA ANALYSIS,450,T3,81,SUPPLIER 41,Professional Fees,ADMINISTRATION
5/6/2025,458,PLYWOOD/GLUE,138.98,T6,25.02,SUPPLIER 79,Buildings,CAPITAL
5/6/2025,459,VIREG/SPACERS/WIRE,150.35,T6,27.06,SUPPLIER 7,Buildings,CAPITAL
5/9/2025,460,CONCRETE,1526.37,T6,274.75,SUPPLIER 39,Buildings,CAPITAL
5/26/2025,461,GROUTING,518.75,T6,93.37,SUPPLIER 37,Buildings,CAPITAL
4/30/2025,462,MANAGEMENT SERVICES,1600,T9,0,SUPPLIER 80,Professional Fees,ADMINISTRATION
5/31/2025,463,MANAGEMENT SERVICES,1600,T9,0,SUPPLIER 80,Professional Fees,ADMINISTRATION
5/1/2025,464,BUSINESS FLEXI,63.82,T3,11.49,SUPPLIER 5,Telephone and Fax,ADMINISTRATION
6/2/2025,465,DESIGN FEE,1000,T9,0,SUPPLIER 81,Professional Fees,ADMINISTRATION
5/26/2025,466,NEWSPAPERS,17.18,T2,0.86,SUPPLIER 11,Materials Purchased,ACCOMMODATION
5/31/2025,467,NEWSPAPERS,13.02,T2,0.65,SUPPLIER 11,Materials Purchased,ACCOMMODATION
5/9/2025,468,CUSTOMS PERSONNEL,60.91,T9,0,SUPPLIER 82,Repairs and Renewals,MAINTENANCE
5/29/2025,469,APERTURES,15006,T6,2701.08,SUPPLIER 83,Buildings,CAPITAL
6/2/2025,470,GAS,317.8,T3,57.2,SUPPLIER 23,Gas,HOUSEKEEPING
